天份	74945941
违背的青春	72976631
最好	71857047
怪咖	39723739
那是你离开了北京的生活	39592096
肆无忌惮	38592312
哑巴	38592123
摩天大楼	38388012
狐狸	37028099
渡	36855053
我害怕	35865418
来日方长	34861909
初学者	34780271
一半	3316028
绅士	3154175
意外	2681139
方圆几里	2302197
几个薛之谦	17072
我们爱过就好	2533172
未完成的歌	17074
深深爱过你	17077
你过得好吗	17079
薛之谦	17081
